Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China
2017-06,"1,200,234.80 ","321,945.62 ","15,827.60 ","124,399.67 ","118,106.97 ","619,955.95 ","530,157.64 ","37,600,831.27 ","1,935,106.10 ","703,930.92 ","344,104.96 ","310,950.62 ","275,893.61 ","203,216.71 ","97,011.27 ","28,620,625.78 ","456,350.01 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,533,090.80 ","618,778.48 ","105,679.50 ",0.00 ,0.00 ,0.00 ,0.00 ,"3,742,542.79 ","376,242.75 ","614,522.35 ","98,997.06 ","606,202.78 ","330,483.77 ",0.00 ,0.00 ,"366,733.19 ","1,217,282.50 ",0.00 ,0.00 ,"3,123,709.66 ","1,349,678.34 ",0.00 ,0.00 ,0.00 ,"4,043,206.96 ","972,091.56 ",0.00 ,"4,953,309.30 ","3,864,469.05 ",0.00 ,0.00 ,"1,667,481.24 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"7,045,103.39 ","6,478,611.44 ","3,341,459.95 ","2,654,676.28 ","272,911.49 ","136,134.16 ","430,353.79 ","628,879.09 ",0.00 ,0.00 ,0.00 ,0.00 ,"1,116,433.66 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"39,681.91 ","502,114.25 ","20,177.87 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,454,963.50 ",0.00 ,"565,292.70 ","1,526,695.31 ","132,341.34 ","779,579.57 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,122.56 ","390,793.06 ","69,061.40 ","200,697.38 ","596,383.61 ","463,206.72 ",0.00 ,0.00 ,"384,133.43 ","5,996,602.64 ","3,351,562.46 ","2,645,037.18 ","52,444,183.00 "
2017-07,"1,454,144.20 ","361,941.42 ","17,133.84 ","145,467.38 ","126,374.66 ","803,227.91 ","686,828.95 ","42,937,482.12 ","1,982,030.00 ","729,239.49 ","378,800.99 ","310,995.77 ","272,199.43 ","194,086.36 ","96,705.94 ","29,366,125.05 ","481,438.14 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,599,931.94 ","618,524.30 ","117,440.51 ",0.00 ,0.00 ,0.00 ,0.00 ,"3,835,665.12 ","396,952.53 ","616,240.96 ","89,618.10 ","606,809.60 ","366,786.51 ",0.00 ,0.00 ,"396,023.82 ","1,248,786.08 ",0.00 ,0.00 ,"3,046,640.40 ","1,257,020.61 ",0.00 ,0.00 ,0.00 ,"4,183,984.24 ","1,024,466.21 ",0.00 ,"4,726,355.98 ","3,600,626.04 ",0.00 ,0.00 ,"1,709,774.23 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"11,589,328.08 ","11,014,297.20 ","3,839,495.08 ","6,647,712.67 ","305,778.21 ","141,253.00 ","433,778.88 ","689,875.41 ",0.00 ,0.00 ,0.00 ,0.00 ,"1,265,282.99 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"44,570.65 ","540,374.01 ","24,421.31 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,804,509.83 ",0.00 ,"681,866.49 ","1,903,662.25 ","159,786.50 ","1,002,803.49 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,035.81 ","414,497.82 ","78,671.18 ","205,392.29 ","680,620.15 ","512,382.52 ",0.00 ,0.00 ,"488,694.70 ","7,241,257.38 ","4,117,578.77 ","3,123,679.62 ","60,724,225.51 "
2017-08,"1,483,433.07 ","389,862.99 ","17,640.96 ","173,591.02 ","149,212.23 ","753,125.88 ","624,185.13 ","38,117,017.71 ","2,009,672.31 ","741,536.45 ","370,236.83 ","303,563.69 ","301,225.45 ","193,734.92 ","99,375.96 ","29,030,754.78 ","528,593.70 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,573,758.55 ","625,551.63 ","123,199.79 ",0.00 ,0.00 ,0.00 ,0.00 ,"3,751,664.24 ","371,277.68 ","621,435.55 ","99,845.45 ","612,961.24 ","337,162.46 ",0.00 ,0.00 ,"400,206.51 ","1,232,975.70 ",0.00 ,0.00 ,"3,011,739.06 ","1,248,555.19 ",0.00 ,0.00 ,0.00 ,"4,208,719.59 ","1,056,713.49 ",0.00 ,"4,549,210.79 ","3,473,391.59 ",0.00 ,0.00 ,"1,689,332.47 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"7,076,591.60 ","6,499,916.76 ","3,832,305.56 ","2,170,881.77 ","266,572.05 ","145,983.70 ","430,691.14 ","786,972.59 ",0.00 ,0.00 ,0.00 ,0.00 ,"1,353,769.15 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"42,875.95 ","562,228.65 ","27,758.52 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"2,090,334.20 ",0.00 ,"833,330.38 ","2,141,680.94 ","184,732.77 ","1,125,204.89 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"6,376.05 ","447,257.41 ","79,064.07 ","220,137.84 ","573,947.17 ","388,555.65 ",0.00 ,0.00 ,"583,852.29 ","10,212,226.76 ","5,875,759.90 ","4,336,465.86 ","59,910,827.00 "
2017-09,"1,080,651.95 ","317,860.31 ","15,899.10 ","151,692.57 ","151,898.06 ","443,308.90 ","343,043.43 ","33,506,817.11 ","1,965,670.09 ","735,491.29 ","345,119.75 ","322,842.95 ","287,925.57 ","183,067.58 ","91,224.95 ","27,087,195.28 ","524,890.72 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,394,112.79 ","593,481.61 ","111,015.10 ",0.00 ,0.00 ,0.00 ,0.00 ,"3,548,456.38 ","356,132.35 ","612,691.77 ","107,147.66 ","555,738.76 ","313,476.31 ",0.00 ,0.00 ,"347,654.48 ","1,127,503.34 ",0.00 ,0.00 ,"2,924,182.26 ","1,231,828.08 ",0.00 ,0.00 ,0.00 ,"4,151,771.91 ","1,183,250.45 ",0.00 ,"4,290,514.47 ","3,357,160.56 ",0.00 ,0.00 ,"1,504,297.82 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,453,950.74 ","3,909,880.37 ","3,397,566.19 ","70,568.92 ","245,406.58 ","147,864.30 ","396,205.05 ","698,465.21 ",0.00 ,0.00 ,0.00 ,0.00 ,"1,263,303.99 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"40,024.27 ","541,475.53 ","24,632.40 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,868,880.70 ",0.00 ,"726,664.37 ","1,852,809.40 ","160,192.58 ","944,667.09 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,118.06 ","420,403.75 ","67,065.63 ","217,422.90 ","566,660.79 ","404,733.11 ",0.00 ,0.00 ,"510,199.99 ","9,532,373.38 ","5,443,457.63 ","4,088,919.74 ","53,168,246.00 "
2017-10,"841,209.26 ","273,650.51 ","14,293.42 ","127,205.56 ","129,780.46 ","296,274.29 ","205,115.91 ","35,866,306.01 ","1,994,480.60 ","719,821.90 ","350,655.51 ","326,410.32 ","300,756.81 ","198,305.50 ","98,528.53 ","27,277,230.04 ","496,576.26 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,398,971.37 ","613,946.76 ","98,273.93 ",0.00 ,0.00 ,0.00 ,0.00 ,"3,772,884.98 ","364,493.05 ","634,478.75 ","104,815.79 ","575,117.57 ","307,542.47 ",0.00 ,0.00 ,"360,793.39 ","1,090,527.96 ",0.00 ,0.00 ,"3,008,962.85 ","1,310,249.56 ",0.00 ,0.00 ,0.00 ,"4,334,633.51 ","1,171,810.17 ",0.00 ,"4,239,469.95 ","3,250,374.35 ",0.00 ,0.00 ,"1,510,299.50 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"6,594,598.38 ","6,064,744.95 ","3,291,321.12 ","2,300,987.41 ","264,341.14 ","138,327.59 ","391,524.83 ","633,512.40 ",0.00 ,0.00 ,0.00 ,0.00 ,"1,168,464.68 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"38,017.58 ","519,691.70 ","20,772.20 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,487,919.89 ",0.00 ,"571,372.34 ","1,499,287.28 ","128,765.83 ","762,410.83 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,082.14 ","392,736.60 ","63,046.73 ","207,492.48 ","589,002.09 ","454,828.24 ",0.00 ,0.00 ,"401,112.22 ","6,883,048.48 ","3,864,423.31 ","3,018,628.17 ","51,299,534.97 "
2017-11,"789,130.48 ","255,299.35 ","14,711.27 ","123,952.00 ","105,107.12 ","290,055.75 ","200,634.20 ","38,361,095.94 ","2,092,383.94 ","779,836.28 ","361,307.30 ","326,409.23 ","297,246.42 ","218,161.31 ","109,426.39 ","28,485,827.34 ","514,621.76 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,498,971.83 ","615,779.36 ","96,334.31 ",0.00 ,0.00 ,0.00 ,0.00 ,"3,929,560.74 ","389,738.96 ","672,418.19 ","108,450.21 ","599,779.02 ","316,584.57 ",0.00 ,0.00 ,"354,058.51 ","1,153,957.65 ",0.00 ,0.00 ,"3,142,055.47 ","1,338,789.21 ",0.00 ,0.00 ,0.00 ,"4,535,272.70 ","1,213,491.34 ",0.00 ,"4,412,148.15 ","3,344,488.03 ",0.00 ,0.00 ,"1,615,694.94 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"7,782,888.67 ","7,196,564.96 ","3,580,470.31 ","3,043,975.34 ","239,161.72 ","173,829.67 ","412,494.04 ","665,460.28 ",0.00 ,0.00 ,0.00 ,0.00 ,"1,195,897.47 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"41,513.14 ","525,531.34 ","19,304.24 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,360,584.80 ",0.00 ,"523,048.80 ","1,458,824.71 ","123,210.11 ","745,214.71 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,044.01 ","418,579.94 ","61,137.59 ","229,044.00 ","587,409.36 ","462,274.05 ",0.00 ,0.00 ,"383,972.01 ","6,413,569.65 ","3,676,372.98 ","2,737,197.69 ","53,101,559.87 "
2017-12,"808,797.11 ","273,391.74 ","16,521.92 ","139,177.55 ","93,159.62 ","286,543.29 ","187,307.71 ","41,510,014.10 ","2,184,877.61 ","812,820.93 ","430,711.56 ","321,666.75 ","285,537.14 ","218,227.45 ","115,921.80 ","29,458,770.12 ","547,851.97 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,506,288.36 ","611,418.04 ","110,322.33 ",0.00 ,0.00 ,0.00 ,0.00 ,"4,009,377.73 ","403,333.83 ","656,145.14 ","135,655.37 ","598,381.73 ","297,211.81 ",0.00 ,0.00 ,"375,325.77 ","1,248,310.07 ",0.00 ,0.00 ,"2,868,985.48 ","1,156,072.13 ",0.00 ,0.00 ,0.00 ,"4,663,131.07 ","1,164,776.59 ",0.00 ,"4,713,164.10 ","3,669,738.82 ",0.00 ,0.00 ,"1,766,546.06 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"9,263,271.10 ","4,030,891.14 ","4,513,214.86 ","269,541.48 ","179,204.79 ","423,894.48 ","764,193.81 ",0.00 ,0.00 ,0.00 ,0.00 ,"1,235,913.86 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"40,518.63 ","525,053.10 ","21,072.68 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,470,104.92 ",0.00 ,"561,472.95 ",0.00 ,"136,268.00 ","866,067.83 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,817.06 ","465,256.00 ","68,972.13 ","250,071.03 ","728,361.08 ","582,696.45 ",0.00 ,0.00 ,"452,503.68 ","6,772,455.06 ","3,906,471.36 ","2,865,984.70 ","57,456,060.53 "
2018-01,"774,227.00 ","277,016.00 ","17,656.00 ","149,188.00 ","89,037.00 ","241,330.00 ","176,283.00 ","41,114,880.00 ","2,294,696.00 ","808,133.00 ","398,047.00 ","360,174.00 ","324,560.00 ","221,773.00 ","182,008.00 ","29,309,902.00 ","572,574.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,451,914.00 ","621,238.00 ","116,760.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"3,813,864.00 ","402,571.00 ","622,261.00 ","121,415.00 ","640,686.00 ","314,189.00 ",0.00 ,0.00 ,"346,144.00 ","1,240,552.00 ",0.00 ,0.00 ,"2,717,885.00 ","977,645.00 ",0.00 ,0.00 ,0.00 ,"4,528,297.00 ","1,226,547.00 ",0.00 ,"4,545,997.00 ","3,247,987.00 ",0.00 ,0.00 ,"1,986,208.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"9,510,282.00 ","8,894,491.00 ","4,028,597.00 ","3,960,968.00 ","371,222.00 ","174,909.00 ","440,881.00 ","853,024.00 ",0.00 ,0.00 ,0.00 ,0.00 ,"1,370,876.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"51,890.00 ","557,825.00 ","22,960.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,782,501.00 ",0.00 ,"658,537.00 ",0.00 ,"174,339.00 ","1,060,838.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"4,083.00 ","520,818.00 ","74,880.00 ","238,951.00 ","922,847.00 ","743,069.00 ",0.00 ,0.00 ,"598,851.00 ","8,140,847.00 ","4,791,908.00 ","3,348,938.00 ","59,951,340.00 "
2018-02,"665,740.00 ","241,071.00 ","15,562.00 ","146,127.00 ","71,120.00 ","191,860.00 ","136,899.00 ","27,333,257.00 ","1,954,071.00 ","718,068.00 ","370,495.00 ","283,457.00 ","278,228.00 ","158,116.00 ","145,707.00 ","23,488,467.00 ","470,722.00 ","223,016.00 ","94,929.00 ","32,685.00 ","200,421.00 ","135,044.00 ","209,245.00 ","92,752.00 ","883,757.00 ","498,367.00 ","85,442.00 ","93,588.00 ","10,965.00 ","939,606.00 ","230,289.00 ","3,397,263.00 ","386,945.00 ","565,933.00 ","80,969.00 ","593,144.00 ","259,796.00 ","24,424.00 ","55,321.00 ","242,785.00 ","824,753.00 ","255,549.00 ","568,758.00 ","1,841,380.00 ","665,999.00 ","69,627.00 ","137,499.00 ","32,545.00 ","4,041,190.00 ","1,170,559.00 ","2,803,329.00 ","4,478,511.00 ","3,358,423.00 ","126,113.00 ","52,525.00 ","1,344,083.00 ","296,395.00 ","575,553.00 ","1,613.00 ","224,386.00 ","14,418.00 ","334,079.00 ","4,923.00 ","229,031.00 ","26,424.00 ","6,655.00 ","18,499.00 ","451,141.00 ","7,106.00 ","796,720.00 ","22,608.00 ","60,255.00 ","53,039.00 ","300,087.00 ","55,527.00 ","79,568.00 ","1,890,719.00 ","1,375,946.00 ","3,206,338.00 ","-2,727,261.00 ","390,537.00 ","143,606.00 ","371,168.00 ","686,943.00 ","288,463.00 ","128,829.00 ","49,265.00 ","220,386.00 ","1,256,511.00 ","732,192.00 ","216,548.00 ","33,455.00 ",901.00 ,"36,826.00 ","29,849.00 ","139,843.00 ","46,482.00 ","529,828.00 ","21,317.00 ","551,554.00 ","286,148.00 ","198,368.00 ","44,312.00 ","67,037.00 ","1,681,722.00 ","16,401.00 ","620,450.00 ",0.00 ,"156,045.00 ","964,927.00 ","336,031.00 ","17,741.00 ","2,635,587.00 ","145,660.00 ","25,079.00 ","3,967.00 ","479,538.00 ","66,943.00 ","262,459.00 ","683,485.00 ","537,718.00 ","367,804.00 ","383,800.00 ","575,300.00 ","8,684,463.00 ","5,036,511.00 ","3,647,952.00 ","45,573,230.00 "
2018-03,"751,980.00 ","244,374.00 ","14,006.00 ","145,091.00 ","93,379.00 ","255,130.00 ","197,808.00 ","35,338,812.00 ","1,861,880.00 ","682,671.00 ","368,957.00 ","291,919.00 ","256,163.00 ","131,056.00 ","130,914.00 ","24,049,142.00 ","414,935.00 ","217,478.00 ","97,342.00 ","26,571.00 ","178,909.00 ","102,367.00 ","172,982.00 ","71,319.00 ","940,499.00 ","521,020.00 ","71,593.00 ","82,715.00 ","10,735.00 ","923,330.00 ","208,119.00 ","3,448,768.00 ","387,936.00 ","588,037.00 ","47,832.00 ","586,685.00 ","265,583.00 ","22,596.00 ","56,618.00 ","274,267.00 ","788,156.00 ","236,450.00 ","542,799.00 ","1,806,055.00 ","651,855.00 ","84,502.00 ","122,927.00 ","29,395.00 ","4,190,723.00 ","1,249,356.00 ","2,860,096.00 ","4,709,166.00 ","3,659,753.00 ","130,026.00 ","52,339.00 ","1,369,317.00 ","303,281.00 ","582,905.00 ",717.00 ,"226,096.00 ","15,613.00 ","350,670.00 ","5,445.00 ","228,957.00 ","22,749.00 ","9,617.00 ","16,949.00 ","507,216.00 ","8,605.00 ","992,472.00 ","40,922.00 ","81,283.00 ","65,082.00 ","305,557.00 ","45,481.00 ","63,609.00 ","9,427,790.00 ","8,856,780.00 ","3,687,887.00 ","4,280,879.00 ","319,247.00 ","151,126.00 ","419,883.00 ","497,507.00 ","214,472.00 ","83,486.00 ","40,597.00 ","159,032.00 ","1,256,446.00 ","738,047.00 ","228,481.00 ","30,769.00 ",826.00 ,"36,121.00 ","27,470.00 ","127,234.00 ","48,707.00 ","538,276.00 ","19,617.00 ","612,302.00 ","338,337.00 ","197,968.00 ","52,688.00 ","75,997.00 ","1,523,009.00 ","15,154.00 ","595,797.00 ",0.00 ,"146,117.00 ","917,535.00 ","353,203.00 ","19,291.00 ","2,361,906.00 ","118,370.00 ","7,051.00 ","3,058.00 ","479,144.00 ","67,011.00 ","253,288.00 ","562,683.00 ","425,770.00 ","330,768.00 ","353,967.00 ","516,975.00 ","8,896,834.00 ","4,976,481.00 ","3,920,353.00 ","53,251,529.00 "
2018-04,"958,211.00 ","292,728.00 ","16,268.00 ","141,814.00 ","95,522.00 ","411,879.00 ","354,876.00 ","36,413,842.00 ","2,091,022.00 ","760,988.00 ","333,168.00 ","307,064.00 ","311,780.00 ","215,533.00 ","162,489.00 ","28,565,394.00 ","472,567.00 ","260,024.00 ","123,209.00 ","29,958.00 ","273,128.00 ","187,380.00 ","292,678.00 ","121,664.00 ","1,394,834.00 ","634,746.00 ","100,461.00 ","131,110.00 ","15,234.00 ","898,112.00 ","204,794.00 ","3,654,261.00 ","417,107.00 ","647,261.00 ","88,860.00 ","640,172.00 ","311,822.00 ","30,425.00 ","65,154.00 ","322,729.00 ","1,202,410.00 ","331,833.00 ","869,595.00 ","3,018,487.00 ","1,193,119.00 ","102,296.00 ","340,580.00 ","35,879.00 ","4,375,114.00 ","1,248,177.00 ","3,045,446.00 ","4,713,879.00 ","3,586,445.00 ","127,984.00 ","57,609.00 ","1,967,928.00 ","449,679.00 ","758,342.00 ",986.00 ,"285,514.00 ","20,634.00 ","389,087.00 ","6,390.00 ","273,529.00 ","24,106.00 ","10,679.00 ","18,248.00 ","641,210.00 ","10,023.00 ","1,130,336.00 ","33,640.00 ","92,002.00 ","62,878.00 ","371,741.00 ","75,098.00 ","91,160.00 ","5,757,426.00 ","5,193,300.00 ","3,347,846.00 ","1,209,695.00 ","258,706.00 ","139,647.00 ","424,479.00 ","653,408.00 ","261,065.00 ","123,931.00 ","44,087.00 ","224,325.00 ","1,239,234.00 ","720,008.00 ","220,579.00 ","31,108.00 ",818.00 ,"32,036.00 ","27,136.00 ","138,192.00 ","52,381.00 ","539,485.00 ","17,793.00 ","622,483.00 ","327,236.00 ","215,964.00 ","50,435.00 ","79,283.00 ","1,441,734.00 ","16,526.00 ","510,734.00 ",0.00 ,"124,532.00 ","811,873.00 ","325,477.00 ","18,845.00 ","2,186,340.00 ","121,233.00 ","16,232.00 ","3,936.00 ","435,094.00 ","71,230.00 ","233,064.00 ","619,025.00 ","501,442.00 ","289,078.00 ","291,669.00 ","430,241.00 ","6,880,108.00 ","3,862,254.00 ","3,017,853.00 ","52,167,975.00 "
2018-05,"1,068,617.00 ","313,622.00 ","18,267.00 ","136,122.00 ","116,811.00 ","483,795.00 ","419,134.00 ","39,718,365.00 ","2,102,853.00 ","748,449.00 ","329,145.00 ","325,209.00 ","309,525.00 ","226,091.00 ","164,434.00 ","29,952,890.00 ","484,005.00 ","261,338.00 ","129,667.00 ","30,515.00 ","307,647.00 ","211,002.00 ","308,806.00 ","131,732.00 ","1,501,412.00 ","640,025.00 ","104,880.00 ","145,674.00 ","16,580.00 ","906,954.00 ","215,641.00 ","3,794,455.00 ","438,307.00 ","647,444.00 ","81,256.00 ","630,013.00 ","333,001.00 ","32,262.00 ","70,418.00 ","365,537.00 ","1,240,579.00 ","337,581.00 ","898,672.00 ","3,336,903.00 ","1,350,082.00 ","103,195.00 ","389,314.00 ","38,102.00 ","4,516,524.00 ","1,262,633.00 ","3,174,539.00 ","4,686,402.00 ","3,548,520.00 ","131,088.00 ","67,444.00 ","2,063,092.00 ","467,400.00 ","791,137.00 ",941.00 ,"300,198.00 ","22,118.00 ","397,559.00 ","8,192.00 ","286,769.00 ","26,093.00 ","10,203.00 ","19,218.00 ","694,532.00 ","18,278.00 ","1,299,220.00 ","46,026.00 ","104,819.00 ","74,308.00 ","431,058.00 ","82,598.00 ","95,361.00 ","7,662,622.00 ","7,120,301.00 ","3,556,677.00 ","3,031,826.00 ","258,193.00 ","119,517.00 ","422,805.00 ","683,067.00 ","264,311.00 ","132,127.00 ","49,877.00 ","236,751.00 ","1,247,892.00 ","705,338.00 ","237,972.00 ","31,601.00 ",959.00 ,"39,367.00 ","25,719.00 ","143,423.00 ","46,979.00 ","530,506.00 ","17,494.00 ","655,808.00 ","340,910.00 ","223,823.00 ","62,479.00 ","91,075.00 ","1,508,626.00 ","20,187.00 ","543,169.00 ",0.00 ,"127,327.00 ","835,110.00 ","393,876.00 ","23,996.00 ","2,140,663.00 ","123,955.00 ","16,719.00 ","3,131.00 ","420,301.00 ","71,467.00 ","214,821.00 ","626,862.00 ","504,461.00 ","277,945.00 ","286,008.00 ","405,591.00 ","6,416,606.00 ","3,630,480.00 ","2,786,126.00 ","55,339,127.00 "
2018-06,"1,210,838.00 ","354,488.00 ","18,263.00 ","147,881.00 ","126,030.00 ","564,176.00 ","495,348.00 ","39,755,850.00 ","2,066,777.00 ","729,549.00 ","317,006.00 ","310,062.00 ","321,028.00 ","223,928.00 ","165,203.00 ","29,919,312.00 ","501,118.00 ","276,044.00 ","136,114.00 ","32,824.00 ","297,776.00 ","192,626.00 ","300,549.00 ","130,910.00 ","1,458,613.00 ","619,477.00 ","108,387.00 ","141,798.00 ","16,253.00 ","969,146.00 ","237,964.00 ","3,755,853.00 ","436,913.00 ","574,123.00 ","76,652.00 ","646,747.00 ","342,936.00 ","33,158.00 ","68,199.00 ","348,936.00 ","1,209,055.00 ","331,554.00 ","872,928.00 ","3,192,281.00 ","1,244,783.00 ","113,359.00 ","374,023.00 ","47,747.00 ","4,465,375.00 ","1,220,549.00 ","3,164,944.00 ","4,942,220.00 ","3,835,533.00 ","134,730.00 ","61,499.00 ","2,006,480.00 ","465,043.00 ","790,990.00 ","1,372.00 ","299,287.00 ","21,981.00 ","418,637.00 ","5,867.00 ","294,442.00 ","25,955.00 ","10,946.00 ","20,713.00 ","697,156.00 ","18,542.00 ","1,323,397.00 ","46,038.00 ","106,062.00 ","77,457.00 ","412,786.00 ","81,639.00 ","95,002.00 ","7,769,761.00 ","7,199,956.00 ","3,569,762.00 ","3,058,548.00 ","278,325.00 ","133,969.00 ","435,837.00 ","708,951.00 ","276,739.00 ","139,799.00 ","48,847.00 ","243,566.00 ","1,324,617.00 ","742,357.00 ","254,354.00 ","33,287.00 ","1,015.00 ","44,722.00 ","28,080.00 ","155,842.00 ","46,655.00 ","555,444.00 ","19,319.00 ","685,196.00 ","358,264.00 ","232,363.00 ","58,597.00 ","94,569.00 ","1,722,984.00 ","20,361.00 ","619,752.00 ",0.00 ,"139,387.00 ","946,812.00 ","417,880.00 ","26,305.00 ","2,406,391.00 ","141,286.00 ","18,632.00 ","3,546.00 ","421,868.00 ","77,152.00 ","210,896.00 ","720,763.00 ","582,036.00 ","301,883.00 ","356,736.00 ","463,855.00 ","6,691,780.00 ","3,791,065.00 ","2,900,716.00 ","56,630,439.00 "
